,generic_name,lexi_generic_id,split_by_space,,,,,,,catgs
1787,POTASSIUM CITRATE,2787,POTASSIUM,CITRATE,,,,,,2787|3582|3701|3984
2047,POTASSIUM CITRATE,2787,POTASSIUM,CITRATE,,,,,,2787|3582|3701|3984
1311,POTASSIUM CHLORIDE,2784,POTASSIUM,CHLORIDE,,,,,,2784|3984
1097,POSACONAZOLE,2778,POSACONAZOLE,,,,,,,2778|3623|3624|3812|3814|4065
1589,POSACONAZOLE,2778,POSACONAZOLE,,,,,,,2778|3623|3624|3812|3814|4065
1945,POSACONAZOLE,2778,POSACONAZOLE,,,,,,,2778|3623|3624|3812|3814|4065
1075,PORACTANT ALFA,2776,PORACTANT,ALFA,,,,,,3674
1671,POLYMYXIN B,2764,POLYMYXIN,B,,,,,,2764|3610|3611
519,POLYETHYLENE GLYCOL,2758,POLYETHYLENE,GLYCOL,,,,,,2758|3901
1905,POLYETHYLENE GLYCOL,2758,POLYETHYLENE,GLYCOL,,,,,,2758|3901
2114,PLERIXAFOR,2740,PLERIXAFOR,,,,,,,
358,PIROXICAM,2729,PIROXICAM,,,,,,,2729|3579|3781|3782|3837|3934|3936|3980
421,PIROXICAM,2729,PIROXICAM,,,,,,,2729|3579|3781|3782|3837|3934|3936|3980
650,PIROXICAM,2729,PIROXICAM,,,,,,,2729|3579|3781|3782|3837|3934|3936|3980
1171,PIRFENIDONE,2727,PIRFENIDONE,,,,,,,2727|3724|3725|3726|3757|3760|3761|3781|3782|3789|3791|3799|3802|3803|3980
1241,PIRFENIDONE,2727,PIRFENIDONE,,,,,,,2727|3724|3725|3726|3757|3760|3761|3781|3782|3789|3791|3799|3802|3803|3980
356,PIRACETAM,2725,PIRACETAM,,,,,,,2725|3579
897,PIRACETAM,2725,PIRACETAM,,,,,,,2725|3579
2327,PIRACETAM,2725,PIRACETAM,,,,,,,2725|3579
2359,PIRACETAM,2725,PIRACETAM,,,,,,,2725|3579
419,PIPERAZINE,2723,PIPERAZINE,,,,,,,4080
1526,PIPERACILLIN,2719,PIPERACILLIN,,,,,,,2719|3610|3939|3970
1548,PIPERACILLIN,2719,PIPERACILLIN,,,,,,,2719|3610|3939|3970
1567,PIPERACILLIN,2719,PIPERACILLIN,,,,,,,2719|3610|3939|3970
870,PIOGLITAZONE,2714,PIOGLITAZONE,,,,,,,2714|3580|3619|3768|3769|3770|3819|3820|4050
875,PIOGLITAZONE,2714,PIOGLITAZONE,,,,,,,2714|3580|3619|3768|3769|3770|3819|3820|4050
1185,PIOGLITAZONE,2714,PIOGLITAZONE,,,,,,,2714|3580|3619|3768|3769|3770|3819|3820|4050
1997,PIMOZIDE,2710,PIMOZIDE,,,,,,,2710|3581|3615|3638|3639|3702|3724|3727|3728|3789|3790|3816|3818|3819|3822|3997|3999|4003|4004
2174,PIMOZIDE,2710,PIMOZIDE,,,,,,,2710|3581|3615|3638|3639|3702|3724|3727|3728|3789|3790|3816|3818|3819|3822|3997|3999|4003|4004
1110,PIMECROLIMUS,2709,PIMECROLIMUS,,,,,,,2709|3819|3820
303,PHENYTOIN,2696,PHENYTOIN,,,,,,,2696|3618|3621|3704|3717|3719|3739|3741|3757|3758|3759|3762|3778|3779|3780|3784|3808|3810|3819|3820|3850|3871|3879|3880|3920|3971|3987|4057|4063
1052,PHENYTOIN,2696,PHENYTOIN,,,,,,,2696|3618|3621|3704|3717|3719|3739|3741|3757|3758|3759|3762|3778|3779|3780|3784|3808|3810|3819|3820|3850|3871|3879|3880|3920|3971|3987|4057|4063
2328,PHENYTOIN,2696,PHENYTOIN,,,,,,,2696|3618|3621|3704|3717|3719|3739|3741|3757|3758|3759|3762|3778|3779|3780|3784|3808|3810|3819|3820|3850|3871|3879|3880|3920|3971|3987|4057|4063
432,PHENYLEPHRINE,2686,PHENYLEPHRINE,,,,,,,3586|3826|3827|4042
512,PHENYLEPHRINE,2686,PHENYLEPHRINE,,,,,,,3586|3826|3827|4042
566,PHENYLEPHRINE,2686,PHENYLEPHRINE,,,,,,,3586|3826|3827|4042
711,PHENYLEPHRINE,2686,PHENYLEPHRINE,,,,,,,3586|3826|3827|4042
965,PHENYLEPHRINE,2686,PHENYLEPHRINE,,,,,,,3586|3826|3827|4042
969,PHENYLEPHRINE,2686,PHENYLEPHRINE,,,,,,,3586|3826|3827|4042
975,PHENYLEPHRINE,2686,PHENYLEPHRINE,,,,,,,3586|3826|3827|4042
1373,PHENYLEPHRINE,2686,PHENYLEPHRINE,,,,,,,3586|3826|3827|4042
1388,PHENYLEPHRINE,2686,PHENYLEPHRINE,,,,,,,3586|3826|3827|4042
1394,PHENYLEPHRINE,2686,PHENYLEPHRINE,,,,,,,3586|3826|3827|4042
1676,PHENYLEPHRINE,2686,PHENYLEPHRINE,,,,,,,3586|3826|3827|4042
1709,PHENYLEPHRINE,2686,PHENYLEPHRINE,,,,,,,3586|3826|3827|4042
1741,PHENYLEPHRINE,2686,PHENYLEPHRINE,,,,,,,3586|3826|3827|4042
2086,PHENYLEPHRINE,2686,PHENYLEPHRINE,,,,,,,3586|3826|3827|4042
2312,PHENYLEPHRINE,2686,PHENYLEPHRINE,,,,,,,3586|3826|3827|4042
2172,PHENOXYBENZAMINE,2680,PHENOXYBENZAMINE,,,,,,,3587|3588|3631|3672
496,PHENOBARBITAL,2678,PHENOBARBITAL,,,,,,,2678|3618|3648|3702|3717|3719|3731|3732|3739|3741|3757|3760|3761|3775|3781|3782|3799|3802|3803|3808|3810|3871|3920|3986|3987|4057
530,PHENOBARBITAL,2678,PHENOBARBITAL,,,,,,,2678|3618|3648|3702|3717|3719|3731|3732|3739|3741|3757|3760|3761|3775|3781|3782|3799|3802|3803|3808|3810|3871|3920|3986|3987|4057
1053,PHENOBARBITAL,2678,PHENOBARBITAL,,,,,,,2678|3618|3648|3702|3717|3719|3731|3732|3739|3741|3757|3760|3761|3775|3781|3782|3799|3802|3803|3808|3810|3871|3920|3986|3987|4057
1438,PHENOBARBITAL,2678,PHENOBARBITAL,,,,,,,2678|3618|3648|3702|3717|3719|3731|3732|3739|3741|3757|3760|3761|3775|3781|3782|3799|3802|3803|3808|3810|3871|3920|3986|3987|4057
857,PERPHENAZINE,2666,PERPHENAZINE,,,,,,,2666|3581|3615|3638|3639|3640|3702|3724|3727|3728|3757|3760|3761|3781|3782|3789|3790|3819|3820|3980
871,PERPHENAZINE,2666,PERPHENAZINE,,,,,,,2666|3581|3615|3638|3639|3640|3702|3724|3727|3728|3757|3760|3761|3781|3782|3789|3790|3819|3820|3980
885,PERPHENAZINE,2666,PERPHENAZINE,,,,,,,2666|3581|3615|3638|3639|3640|3702|3724|3727|3728|3757|3760|3761|3781|3782|3789|3790|3819|3820|3980
2218,PERPHENAZINE,2666,PERPHENAZINE,,,,,,,2666|3581|3615|3638|3639|3640|3702|3724|3727|3728|3757|3760|3761|3781|3782|3789|3790|3819|3820|3980
570,PERMETHRIN,2664,PERMETHRIN,,,,,,,
1831,PERMETHRIN,2664,PERMETHRIN,,,,,,,
1971,PERMETHRIN,2664,PERMETHRIN,,,,,,,
505,PENTOXIFYLLINE,2648,PENTOXIFYLLINE,,,,,,,2648|3724|3726|3727
599,PENICILLIN V POTASSIUM,2637,PENICILLIN,V,POTASSIUM,,,,,2637|3610|3940|3970
1889,PENICILLIN V,2636,PENICILLIN,V,,,,,,3610|3940|3970
1896,PENICILLIN V BENZATHINE,2636,PENICILLIN,V,BENZATHINE,,,,,3610|3940|3970
1915,PENICILLIN V BENZATHINE,2636,PENICILLIN,V,BENZATHINE,,,,,3610|3940|3970
1419,PENICILLIN G PROCAINE,2635,PENICILLIN,G,PROCAINE,,,,,3610|3940|3970
835,PENICILLIN G BENZATHIN,2633,PENICILLIN,G,BENZATHIN,,,,,3610|3940|3970
167,PENICILLAMINE,2631,PENICILLAMINE,,,,,,,2631
137,PEMETREXED,2628,PEMETREXED,,,,,,,2628|3633|3875|3929|3940
189,PEMETREXED,2628,PEMETREXED,,,,,,,2628|3633|3875|3929|3940
1999,PEGINTERFERON ALFA-2A,2620,PEGINTERFERON,ALFA-2A,,,,,,2620|3723|3890|3891|3929|3969
1080,PEGFILGRASTIM,2619,PEGFILGRASTIM,,,,,,,3856|3969
1583,PEGFILGRASTIM,2619,PEGFILGRASTIM,,,,,,,3856|3969
1326,PEGASPARGASE,2617,PEGASPARGASE,,,,,,,3647|3969
2004,PAZOPANIB,2611,PAZOPANIB,,,,,,,2611|3599|3652|3724|3727|3728|3764|3767|3771|3772|3815|3816|3818|3819|3868|3876|3974|3975|3976|3995|4058
2007,PAZOPANIB,2611,PAZOPANIB,,,,,,,2611|3599|3652|3724|3727|3728|3764|3767|3771|3772|3815|3816|3818|3819|3868|3876|3974|3975|3976|3995|4058
1199,PAROXETINE,2605,PAROXETINE,,,,,,,2605|3579|3785|3787|3789|3790|3836|3871|4022|4023|4024
1949,PAROXETINE,2605,PAROXETINE,,,,,,,2605|3579|3785|3787|3789|3790|3836|3871|4022|4023|4024
1990,PAROXETINE,2605,PAROXETINE,,,,,,,2605|3579|3785|3787|3789|3790|3836|3871|4022|4023|4024
2,PANTOPRAZOLE,2593,PANTOPRAZOLE,,,,,,,2593|3757|3760|3761|3789|3791|3819|3820|3888
15,PANTOPRAZOLE,2593,PANTOPRAZOLE,,,,,,,2593|3757|3760|3761|3789|3791|3819|3820|3888
578,PANTOPRAZOLE,2593,PANTOPRAZOLE,,,,,,,2593|3757|3760|3761|3789|3791|3819|3820|3888
602,PANTOPRAZOLE,2593,PANTOPRAZOLE,,,,,,,2593|3757|3760|3761|3789|3791|3819|3820|3888
853,PANTOPRAZOLE,2593,PANTOPRAZOLE,,,,,,,2593|3757|3760|3761|3789|3791|3819|3820|3888
1085,PANITUMUMAB,2591,PANITUMUMAB,,,,,,,3980
1127,PANITUMUMAB,2591,PANITUMUMAB,,,,,,,3980
1521,PALBOCICLIB,2582,PALBOCICLIB,,,,,,,2582|3815|3816|3817|3818|3876|3929
2343,PALBOCICLIB,2582,PALBOCICLIB,,,,,,,2582|3815|3816|3817|3818|3876|3929
122,PACLITAXEL,2579,PACLITAXEL,,,,,,,2579|3633|3672|3769|3770|3771|3816|3817|3818|3872|3875|3929|3950|3951|3976|3977|4043
131,PACLITAXEL,2579,PACLITAXEL,,,,,,,2579|3633|3672|3769|3770|3771|3816|3817|3818|3872|3875|3929|3950|3951|3976|3977|4043
179,PACLITAXEL,2579,PACLITAXEL,,,,,,,2579|3633|3672|3769|3770|3771|3816|3817|3818|3872|3875|3929|3950|3951|3976|3977|4043
215,PACLITAXEL,2579,PACLITAXEL,,,,,,,2579|3633|3672|3769|3770|3771|3816|3817|3818|3872|3875|3929|3950|3951|3976|3977|4043
2149,PACLITAXEL,2579,PACLITAXEL,,,,,,,2579|3633|3672|3769|3770|3771|3816|3817|3818|3872|3875|3929|3950|3951|3976|3977|4043
449,OXYTOCIN,2574,OXYTOCIN,,,,,,,2574|3968|3996
2253,OXYTOCIN,2574,OXYTOCIN,,,,,,,2574|3968|3996
188,OXYMETHOLONE,2569,OXYMETHOLONE,,,,,,,3598
976,OXCARBAZEPINE,2551,OXCARBAZEPINE,,,,,,,2551|3618|3621|3808|3811|3816|3817|3820|3871
1042,OXCARBAZEPINE,2551,OXCARBAZEPINE,,,,,,,2551|3618|3621|3808|3811|3816|3817|3820|3871
413,OXAZEPAM,2550,OXAZEPAM,,,,,,,3607|3655|3656|3702
1602,OXANDROLONE,2547,OXANDROLONE,,,,,,,2547|3598
1609,OXANDROLONE,2547,OXANDROLONE,,,,,,,2547|3598
623,OXALIPLATIN,2546,OXALIPLATIN,,,,,,,2546|3633|3929|3958|3981|3995|3996
668,OXALIPLATIN,2546,OXALIPLATIN,,,,,,,2546|3633|3929|3958|3981|3995|3996
1228,OXALIPLATIN,2546,OXALIPLATIN,,,,,,,2546|3633|3929|3958|3981|3995|3996
1258,OXALIPLATIN,2546,OXALIPLATIN,,,,,,,2546|3633|3929|3958|3981|3995|3996
1222,OSELTAMIVIR,2539,OSELTAMIVIR,,,,,,,2539|3645
2321,OSELTAMIVIR,2539,OSELTAMIVIR,,,,,,,2539|3645
67,ORLISTAT,2533,ORLISTAT,,,,,,,2533|3837
1498,OPIUM,2529,OPIUM,,,,,,,2529|3702|3837|3959
140,ONDANSETRON,2527,ONDANSETRON,,,,,,,2527|3620|3724|3727|3728|3781|3782|3789|3791|3799|3802|3803|3819|3820|3976|3977
378,ONDANSETRON,2527,ONDANSETRON,,,,,,,2527|3620|3724|3727|3728|3781|3782|3789|3791|3799|3802|3803|3819|3820|3976|3977
402,ONDANSETRON,2527,ONDANSETRON,,,,,,,2527|3620|3724|3727|3728|3781|3782|3789|3791|3799|3802|3803|3819|3820|3976|3977
1325,ONDANSETRON,2527,ONDANSETRON,,,,,,,2527|3620|3724|3727|3728|3781|3782|3789|3791|3799|3802|3803|3819|3820|3976|3977
1368,ONDANSETRON,2527,ONDANSETRON,,,,,,,2527|3620|3724|3727|3728|3781|3782|3789|3791|3799|3802|3803|3819|3820|3976|3977
1789,ONDANSETRON,2527,ONDANSETRON,,,,,,,2527|3620|3724|3727|3728|3781|3782|3789|3791|3799|3802|3803|3819|3820|3976|3977
2092,ONDANSETRON,2527,ONDANSETRON,,,,,,,2527|3620|3724|3727|3728|3781|3782|3789|3791|3799|3802|3803|3819|3820|3976|3977
29,OMEPRAZOLE,2521,OMEPRAZOLE,,,,,,,2521|3734|3737|3738|3753|3756|3757|3758|3759|3761|3781|3782|3789|3791|3819|3820|3888|3939
1717,OMEPRAZOLE,2521,OMEPRAZOLE,,,,,,,2521|3734|3737|3738|3753|3756|3757|3758|3759|3761|3781|3782|3789|3791|3819|3820|3888|3939
1933,OMALIZUMAB,2517,OMALIZUMAB,,,,,,,3578|3847|3924
526,OLANZAPINE,2497,OLANZAPINE,,,,,,,2497|3581|3615|3638|3641|3702|3724|3725|3726|3729|3789|3791|3867|3997|3999|4065
2135,OLANZAPINE,2497,OLANZAPINE,,,,,,,2497|3581|3615|3638|3641|3702|3724|3725|3726|3729|3789|3791|3867|3997|3999|4065
2142,OLANZAPINE,2497,OLANZAPINE,,,,,,,2497|3581|3615|3638|3641|3702|3724|3725|3726|3729|3789|3791|3867|3997|3999|4065
2211,OLANZAPINE,2497,OLANZAPINE,,,,,,,2497|3581|3615|3638|3641|3702|3724|3725|3726|3729|3789|3791|3867|3997|3999|4065
2326,OLANZAPINE,2497,OLANZAPINE,,,,,,,2497|3581|3615|3638|3641|3702|3724|3725|3726|3729|3789|3791|3867|3997|3999|4065
640,OFLOXACIN,2493,OFLOXACIN,,,,,,,
986,OFLOXACIN,2493,OFLOXACIN,,,,,,,
1034,OFLOXACIN,2493,OFLOXACIN,,,,,,,
550,OCTREOTIDE,2490,OCTREOTIDE,,,,,,,2490|3580|3674|3837|3867|3870|4037
559,OCTREOTIDE,2490,OCTREOTIDE,,,,,,,2490|3580|3674|3837|3867|3870|4037
1293,OCTREOTIDE,2490,OCTREOTIDE,,,,,,,2490|3580|3674|3837|3867|3870|4037
1129,OCRELIZUMAB,2488,OCRELIZUMAB,,,,,,,2488|3847|3877|3924
286,NYSTATIN,2481,NYSTATIN,,,,,,,2481|3624
1332,NYSTATIN,2481,NYSTATIN,,,,,,,2481|3624
2052,NYSTATIN,2481,NYSTATIN,,,,,,,2481|3624
2054,NYSTATIN,2481,NYSTATIN,,,,,,,2481|3624
445,NORTRIPTYLINE,2477,NORTRIPTYLINE,,,,,,,2477|3581|3615|3702|3716|3724|3727|3728|3757|3760|3761|3789|3790|3819|3820|3836|3996|4024|4054|4055
600,NORTRIPTYLINE,2477,NORTRIPTYLINE,,,,,,,2477|3581|3615|3702|3716|3724|3727|3728|3757|3760|3761|3789|3790|3819|3820|3836|3996|4024|4054|4055
250,NOREPINEPHRINE,2469,NOREPINEPHRINE,,,,,,,2469|3583|3584|3707|3867|4042
1140,NOREPINEPHRINE,2469,NOREPINEPHRINE,,,,,,,2469|3583|3584|3707|3867|4042
13,NITROGLYCERIN,2461,NITROGLYCERIN,,,,,,,2461|3672|3872|3920|4086
45,NITROGLYCERIN,2461,NITROGLYCERIN,,,,,,,2461|3672|3872|3920|4086
386,NITROGLYCERIN,2461,NITROGLYCERIN,,,,,,,2461|3672|3872|3920|4086
414,NITROGLYCERIN,2461,NITROGLYCERIN,,,,,,,2461|3672|3872|3920|4086
1306,NITROGLYCERIN,2461,NITROGLYCERIN,,,,,,,2461|3672|3872|3920|4086
1309,NITROGLYCERIN,2461,NITROGLYCERIN,,,,,,,2461|3672|3872|3920|4086
1588,NITROGLYCERIN,2461,NITROGLYCERIN,,,,,,,2461|3672|3872|3920|4086
2062,NITROGLYCERIN,2461,NITROGLYCERIN,,,,,,,2461|3672|3872|3920|4086
1030,NITROFURAZONE,2459,NITROFURAZONE,,,,,,,3614
1192,NITROFURANTOIN,2458,NITROFURANTOIN,,,,,,,2458|3610|3611|3614|3920
2186,NITROFURANTOIN,2458,NITROFURANTOIN,,,,,,,2458|3610|3611|3614|3920
2261,NITROFURANTOIN,2458,NITROFURANTOIN,,,,,,,2458|3610|3611|3614|3920
1925,NITRAZEPAM,2455,NITRAZEPAM,,,,,,,2455|3607|3655|3702
1572,NITISINONE,2454,NITISINONE,,,,,,,2454|3776|3793|3794|3939
1599,NITISINONE,2454,NITISINONE,,,,,,,2454|3776|3793|3794|3939
1422,NIMODIPINE,2447,NIMODIPINE,,,,,,,2447|3631|3672|3681|3682|3816|3818|3819|3837|3887
1465,NIMODIPINE,2447,NIMODIPINE,,,,,,,2447|3631|3672|3681|3682|3816|3818|3819|3837|3887
51,NILOTINIB,2443,NILOTINIB,,,,,,,2443|3739|3812|3813|3816|3817|3818|3867|3929|3976|3977|3997|4004|4009
1773,NILOTINIB,2443,NILOTINIB,,,,,,,2443|3739|3812|3813|3816|3817|3818|3867|3929|3976|3977|3997|4004|4009
1701,NIFEDIPINE,2439,NIFEDIPINE,,,,,,,2439|3631|3672|3681|3682|3789|3791|3816|3817|3818|3837|3887
1893,NIFEDIPINE,2439,NIFEDIPINE,,,,,,,2439|3631|3672|3681|3682|3789|3791|3816|3817|3818|3837|3887
91,NICORANDIL,2437,NICORANDIL,,,,,,,2437|3920|4086
93,NICORANDIL,2437,NICORANDIL,,,,,,,2437|3920|4086
1487,NICLOSAMIDE,2436,NICLOSAMIDE,,,,,,,2436|3604
675,NATAMYCIN,2396,NATAMYCIN,,,,,,,
2245,NATAMYCIN,2396,NATAMYCIN,,,,,,,
697,NATALIZUMAB,2395,NATALIZUMAB,,,,,,,2395|3847|3877|3924
520,NAPROXEN,2390,NAPROXEN,,,,,,,2390|3579|3724|3727|3728|3781|3782|3837|3934|3936|3980
910,NAPROXEN,2390,NAPROXEN,,,,,,,2390|3579|3724|3727|3728|3781|3782|3837|3934|3936|3980
911,NAPROXEN,2390,NAPROXEN,,,,,,,2390|3579|3724|3727|3728|3781|3782|3837|3934|3936|3980
1564,NAPROXEN,2390,NAPROXEN,,,,,,,2390|3579|3724|3727|3728|3781|3782|3837|3934|3936|3980
2095,NAPROXEN,2390,NAPROXEN,,,,,,,2390|3579|3724|3727|3728|3781|3782|3837|3934|3936|3980
1630,NAPHAZOLINE,2384,NAPHAZOLINE,,,,,,,3586|3826|3827|4042
2152,NALTREXONE,2381,NALTREXONE,,,,,,,2381|3692|3962
398,NALIDIXIC ACID,2377,NALIDIXIC,ACID,,,,,,2377|3610|3980|4012
1463,NALIDIXIC ACID,2377,NALIDIXIC,ACID,,,,,,2377|3610|3980|4012
169,MUPIROCIN,2359,MUPIROCIN,,,,,,,3614
1694,MOXIFLOXACIN,2348,MOXIFLOXACIN,,,,,,,
2289,MOXIFLOXACIN,2348,MOXIFLOXACIN,,,,,,,
16,MONTELUKAST,2339,MONTELUKAST,,,,,,,2339|3578|3771|3772|3781|3782|3819|3820|3905
95,MONTELUKAST,2339,MONTELUKAST,,,,,,,2339|3578|3771|3772|3781|3782|3819|3820|3905
321,MONTELUKAST,2339,MONTELUKAST,,,,,,,2339|3578|3771|3772|3781|3782|3819|3820|3905
1206,MODAFINIL,2327,MODAFINIL,,,,,,,2327|3703|3739|3753|3756|3808|3809|3819|3820|4042
2362,MOCLOBEMIDE,2326,MOCLOBEMIDE,,,,,,,2326|3581|3615|3753|3754|3757|3759|3760|3761|3788|3789|3791|3921|3922|4024
2120,MITOXANTRONE,2321,MITOXANTRONE,,,,,,,2321|3633|3653|3875|3929
1136,MITOTANE,2320,MITOTANE,,,,,,,2320|3808|3810
1596,MITOMYCIN,2317,MITOMYCIN,,,,,,,
1365,MISOPROSTOL,2314,MISOPROSTOL,,,,,,,2314
191,MIRTAZAPINE,2313,MIRTAZAPINE,,,,,,,2313|3702|3724|3727|3728|3781|3782|3789|3791|3816|3817|3818|3996|4024|4028
209,MIRTAZAPINE,2313,MIRTAZAPINE,,,,,,,2313|3702|3724|3727|3728|3781|3782|3789|3791|3816|3817|3818|3996|4024|4028
217,MIRTAZAPINE,2313,MIRTAZAPINE,,,,,,,2313|3702|3724|3727|3728|3781|3782|3789|3791|3816|3817|3818|3996|4024|4028
246,MIRTAZAPINE,2313,MIRTAZAPINE,,,,,,,2313|3702|3724|3727|3728|3781|3782|3789|3791|3816|3817|3818|3996|4024|4028
842,MINOXIDIL,2308,MINOXIDIL,,,,,,,2308|3631|3672
903,MINOXIDIL,2308,MINOXIDIL,,,,,,,2308|3631|3672
1400,MINOXIDIL,2308,MINOXIDIL,,,,,,,2308|3631|3672
1546,MINOXIDIL,2308,MINOXIDIL,,,,,,,2308|3631|3672
1650,MINOXIDIL,2308,MINOXIDIL,,,,,,,2308|3631|3672
2126,MINOXIDIL,2308,MINOXIDIL,,,,,,,2308|3631|3672
2317,MINOXIDIL,2308,MINOXIDIL,,,,,,,2308|3631|3672
737,MIGLUSTAT,2300,MIGLUSTAT,,,,,,,
989,MIDAZOLAM,2292,MIDAZOLAM,,,,,,,2292|3607|3655|3702|3743|3746|3747|3816|3817|3818
1492,MIDAZOLAM,2292,MIDAZOLAM,,,,,,,2292|3607|3655|3702|3743|3746|3747|3816|3817|3818
1617,MEXILETINE,2285,MEXILETINE,,,,,,,2285|3608|3720|3721|3724|3725|3726|3789|3790
1648,MEXILETINE,2285,MEXILETINE,,,,,,,2285|3608|3720|3721|3724|3725|3726|3789|3790
252,METRONIDAZOLE,2280,METRONIDAZOLE,,,,,,,2280|3610|3611|3734|3735|3738|3777|3996
292,METRONIDAZOLE,2280,METRONIDAZOLE,,,,,,,2280|3610|3611|3734|3735|3738|3777|3996
428,METRONIDAZOLE,2280,METRONIDAZOLE,,,,,,,2280|3610|3611|3734|3735|3738|3777|3996
884,METRONIDAZOLE,2280,METRONIDAZOLE,,,,,,,2280|3610|3611|3734|3735|3738|3777|3996
904,METRONIDAZOLE,2280,METRONIDAZOLE,,,,,,,2280|3610|3611|3734|3735|3738|3777|3996
1022,METRONIDAZOLE,2280,METRONIDAZOLE,,,,,,,2280|3610|3611|3734|3735|3738|3777|3996
1274,METRONIDAZOLE,2280,METRONIDAZOLE,,,,,,,2280|3610|3611|3734|3735|3738|3777|3996
1421,METRONIDAZOLE,2280,METRONIDAZOLE,,,,,,,2280|3610|3611|3734|3735|3738|3777|3996
456,METOCLOPRAMIDE,2275,METOCLOPRAMIDE,,,,,,,2275|3654|3724|3727|3728|3789|3790|3791|3853|3920|3996
1885,METHYLTESTOSTERONE,2273,METHYLTESTOSTERONE,,,,,,,3598
1076,METHYLPREDNISOLONE,2271,METHYLPREDNISOLONE,,,,,,,2271|3708|3711|3713|3816|3817|3818|3867
1399,METHYLENE BLUE,2265,METHYLENE,BLUE,,,,,,2265|3581|3615|3724|3727|3728|3757|3760|3761|3789|3791|3921|4024|4065|4072
852,METHYLDOPA,2263,METHYLDOPA,,,,,,,2263|3590|3631|3672|3707|3836
457,METHYL SALICYLATE,2258,METHYL,SALICYLATE,,,,,,4019
662,METHOXSALEN,2249,METHOXSALEN,,,,,,,2249|3720|3721|3733|3734|3737|3738
1342,METHOXSALEN,2249,METHOXSALEN,,,,,,,2249|3720|3721|3733|3734|3737|3738
1517,METHOTREXATE,2247,METHOTREXATE,,,,,,,2247|3633|3653|3929|3940|3950|3951|3976|3977
1533,METHOTREXATE,2247,METHOTREXATE,,,,,,,2247|3633|3653|3929|3940|3950|3951|3976|3977
1543,METHOTREXATE,2247,METHOTREXATE,,,,,,,2247|3633|3653|3929|3940|3950|3951|3976|3977
1555,METHOTREXATE,2247,METHOTREXATE,,,,,,,2247|3633|3653|3929|3940|3950|3951|3976|3977
1573,METHOTREXATE,2247,METHOTREXATE,,,,,,,2247|3633|3653|3929|3940|3950|3951|3976|3977
1601,METHOTREXATE,2247,METHOTREXATE,,,,,,,2247|3633|3653|3929|3940|3950|3951|3976|3977
1610,METHOTREXATE,2247,METHOTREXATE,,,,,,,2247|3633|3653|3929|3940|3950|3951|3976|3977
1902,METHOTREXATE,2247,METHOTREXATE,,,,,,,2247|3633|3653|3929|3940|3950|3951|3976|3977
2159,METHOTREXATE,2247,METHOTREXATE,,,,,,,2247|3633|3653|3929|3940|3950|3951|3976|3977
248,METHOCARBAMOL,2244,METHOCARBAMOL,,,,,,,2244|3702|3928
352,METHOCARBAMOL,2244,METHOCARBAMOL,,,,,,,2244|3702|3928
2141,METHOCARBAMOL,2244,METHOCARBAMOL,,,,,,,2244|3702|3928
915,METHIMAZOLE,2242,METHIMAZOLE,,,,,,,2242|3643|3929
1343,MESNA,2226,MESNA,,,,,,,
849,MEROPENEM,2223,MEROPENEM,,,,,,,2223|3610|3687
1281,MEROPENEM,2223,MEROPENEM,,,,,,,2223|3610|3687
659,MERCAPTOPURINE,2222,MERCAPTOPURINE,,,,,,,2222|3577|3633|3875|3929|4051
1817,MENTHOL,2208,MENTHOL,,,,,,,
2123,MENTHOL,2208,MENTHOL,,,,,,,
2301,MENTHOL,2208,MENTHOL,,,,,,,
845,MENOTROPINS,2207,MENOTROPINS,,,,,,,
1231,MELPHALAN,2197,MELPHALAN,,,,,,,2197|3633|3875|3929
1247,MELPHALAN,2197,MELPHALAN,,,,,,,2197|3633|3875|3929
523,MELOXICAM,2196,MELOXICAM,,,,,,,2196|3579|3779|3780|3781|3819|3820|3837|3934|3936|3980
879,MELOXICAM,2196,MELOXICAM,,,,,,,2196|3579|3779|3780|3781|3819|3820|3837|3934|3936|3980
503,MEFENAMIC ACID,2190,MEFENAMIC,ACID,,,,,,2190|3579|3781|3782|3837|3934|3936|3980|4071
1261,MEBENDAZOLE,2180,MEBENDAZOLE,,,,,,,2180|3604
1575,MANNITOL,2168,MANNITOL,,,,,,,
1352,MAGNESIUM SULFATE,2160,MAGNESIUM,SULFATE,,,,,,2160|3902|3915|3983
1451,MAGNESIUM SULFATE,2160,MAGNESIUM,SULFATE,,,,,,2160|3902|3915|3983
1791,MAGNESIUM SULFATE,2160,MAGNESIUM,SULFATE,,,,,,2160|3902|3915|3983
1872,MAGNESIUM SULFATE,2160,MAGNESIUM,SULFATE,,,,,,2160|3902|3915|3983
207,MAGNESIUM HYDROXIDE,2154,MAGNESIUM,HYDROXIDE,,,,,,2154|3603|3901|3902|3915|3983|4033
221,MAGNESIUM HYDROXIDE,2154,MAGNESIUM,HYDROXIDE,,,,,,2154|3603|3901|3902|3915|3983|4033
242,MAGNESIUM HYDROXIDE,2154,MAGNESIUM,HYDROXIDE,,,,,,2154|3603|3901|3902|3915|3983|4033
265,MAGNESIUM HYDROXIDE,2154,MAGNESIUM,HYDROXIDE,,,,,,2154|3603|3901|3902|3915|3983|4033
335,MAGNESIUM HYDROXIDE,2154,MAGNESIUM,HYDROXIDE,,,,,,2154|3603|3901|3902|3915|3983|4033
