,IR_generic_id,IR_generic_name,Ingredient,lexi_generic_id,lexi_generic_name,rows_in_db,catgs
1855,287,CICLOSPORIN CAPSULE ORAL 100 mg,CICLOSPORIN,974,CycloSPORINE (Systemic),Ciclosporin (Ophthalmic) (INT) | Ciclosporin (systemic) (INT),974|3651|3675|3777|3815|3816|3817|3818|3822|3877|3947|3972|3973|3974|3977|3986
1757,6815,"CICLOSPORIN SOLUTION, DROPS OPHTHALMIC 0.05 % 10 mL",CICLOSPORIN,973,CycloSPORINE (Ophthalmic),Ciclosporin (Ophthalmic) (INT) | Ciclosporin (systemic) (INT),
1952,9391,"CYCLOPHOSPHAMIDE INJECTION, POWDER, FOR SOLUTION PARENTERAL 1 g",CYCLOPHOSPHAMIDE,971,Cyclophosphamide,Cyclophosphamide,971|3633|3734|3737|3738|3739|3743|3744|3745|3757|3760|3761|3781|3782|3819|3820|3836|3875|3929
1435,370,"CYCLOPHOSPHAMIDE INJECTION, POWDER, FOR SOLUTION PARENTERAL 500 mg",CYCLOPHOSPHAMIDE,971,Cyclophosphamide,Cyclophosphamide,971|3633|3734|3737|3738|3739|3743|3744|3745|3757|3760|3761|3781|3782|3819|3820|3836|3875|3929
1823,368,"CYCLOPHOSPHAMIDE INJECTION, POWDER, FOR SOLUTION PARENTERAL 200 mg",CYCLOPHOSPHAMIDE,971,Cyclophosphamide,Cyclophosphamide,971|3633|3734|3737|3738|3739|3743|3744|3745|3757|3760|3761|3781|3782|3819|3820|3836|3875|3929
2117,369,CYCLOPHOSPHAMIDE TABLET ORAL 50 mg,CYCLOPHOSPHAMIDE,971,Cyclophosphamide,Cyclophosphamide,971|3633|3734|3737|3738|3739|3743|3744|3745|3757|3760|3761|3781|3782|3819|3820|3836|3875|3929
672,24,ACICLOVIR CREAM TOPICAL 5 % 10 g,ACICLOVIR,97,Acyclovir (Topical),Aciclovir (Ophthalmic) (INT) | Aciclovir (Systemic) (INT) | Aciclovir (Topical) (INT) | Aciclovir and Hydrocortisone (INT) | ValACIclovir (INT),3629
1348,52881,ACICLOVIR CREAM TOPICAL 5 % 15 g,ACICLOVIR,97,Acyclovir (Topical),Aciclovir (Ophthalmic) (INT) | Aciclovir (Systemic) (INT) | Aciclovir (Topical) (INT) | Aciclovir and Hydrocortisone (INT) | ValACIclovir (INT),3629
1892,50838,CYCLOPENTOLATE HYDROCHLORIDE SOLUTION OPHTHALMIC 1 % 5 mL,CYCLOPENTOLATE HYDROCHLORIDE,969,Cyclopentolate,Cyclopentolate,969|3615
10,10427,VITAMIN B1 / VITAMIN B6 / VITAMIN B12 INJECTION PARENTERAL 100 mg/100 mg/1000 ug/3mL,VITAMIN B12,964,Cyanocobalamin,Vitamin B12 (SYN),4087
369,1294,VITAMIN B12 INJECTION PARENTERAL 1000 ug/1mL,VITAMIN B12,964,Cyanocobalamin,Vitamin B12 (SYN),4087
1224,11462,"VITAMIN B12 INJECTION, SOLUTION PARENTERAL 1000 ug/4 mL",VITAMIN B12,964,Cyanocobalamin,Vitamin B12 (SYN),4087
1389,1746,VITAMIN B12 INJECTION PARENTERAL 100 ug/1mL,VITAMIN B12,964,Cyanocobalamin,Vitamin B12 (SYN),4087
1021,366,CROTAMITON CREAM TOPICAL 10 % 30 g,CROTAMITON,962,Crotamiton,Crotamiton,
1322,2366,"ACICLOVIR INJECTION, POWDER, FOR SOLUTION PARENTERAL 500 mg",ACICLOVIR,96,Acyclovir (Systemic),Aciclovir (Ophthalmic) (INT) | Aciclovir (Systemic) (INT) | Aciclovir (Topical) (INT) | Aciclovir and Hydrocortisone (INT) | ValACIclovir (INT),96|3576|3577|3629|3723|3918
1329,22,"ACICLOVIR INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 250 mg",ACICLOVIR,96,Acyclovir (Systemic),Aciclovir (Ophthalmic) (INT) | Aciclovir (Systemic) (INT) | Aciclovir (Topical) (INT) | Aciclovir and Hydrocortisone (INT) | ValACIclovir (INT),96|3576|3577|3629|3723|3918
1044,12401,ACICLOVIR TABLET ORAL 800 mg,ACICLOVIR,96,Acyclovir (Systemic),Aciclovir (Ophthalmic) (INT) | Aciclovir (Systemic) (INT) | Aciclovir (Topical) (INT) | Aciclovir and Hydrocortisone (INT) | ValACIclovir (INT),96|3576|3577|3629|3723|3918
524,21,ACICLOVIR TABLET ORAL 200 mg,ACICLOVIR,96,Acyclovir (Systemic),Aciclovir (Ophthalmic) (INT) | Aciclovir (Systemic) (INT) | Aciclovir (Topical) (INT) | Aciclovir and Hydrocortisone (INT) | ValACIclovir (INT),96|3576|3577|3629|3723|3918
525,23,ACICLOVIR TABLET ORAL 400 mg,ACICLOVIR,96,Acyclovir (Systemic),Aciclovir (Ophthalmic) (INT) | Aciclovir (Systemic) (INT) | Aciclovir (Topical) (INT) | Aciclovir and Hydrocortisone (INT) | ValACIclovir (INT),96|3576|3577|3629|3723|3918
2358,364,CROMOLYN SODIUM CAPSULE RESPIRATORY 20 mg,CROMOLYN SODIUM,958,Cromolyn (Oral Inhalation),Cromolyn (Nasal) | Cromolyn (Ophthalmic) | Cromolyn (Oral Inhalation) | Cromolyn (Systemic),958
917,1748,CROMOLYN SODIUM SOLUTION OPHTHALMIC 20 mg/1mL 5 mL,CROMOLYN SODIUM,957,Cromolyn (Ophthalmic),Cromolyn (Nasal) | Cromolyn (Ophthalmic) | Cromolyn (Oral Inhalation) | Cromolyn (Systemic),
1317,11954,CROMOLYN SODIUM SPRAY NASAL 20 mg/1mL 20 mL,CROMOLYN SODIUM,956,Cromolyn (Nasal),Cromolyn (Nasal) | Cromolyn (Ophthalmic) | Cromolyn (Oral Inhalation) | Cromolyn (Systemic),
889,52231,CROMOLYN SODIUM SPRAY NASAL 20 mg/1mL 13 mL,CROMOLYN SODIUM,956,Cromolyn (Nasal),Cromolyn (Nasal) | Cromolyn (Ophthalmic) | Cromolyn (Oral Inhalation) | Cromolyn (Systemic),
1707,20,ACICLOVIR OINTMENT OPHTHALMIC 3 % 3 g,ACICLOVIR,95,Acyclovir (Ophthalmic),Aciclovir (Ophthalmic) (INT) | Aciclovir (Systemic) (INT) | Aciclovir (Topical) (INT) | Aciclovir and Hydrocortisone (INT) | ValACIclovir (INT),
1387,1205,"TETRACOSACTIDE ACETATE INJECTION, SUSPENSION PARENTERAL 1 mg/1mL",TETRACOSACTIDE ACETATE,945,Cosyntropin,Tetracosactide (INT),945
1418,8426,TETRACOSACTIDE INJECTION PARENTERAL 250 ug/1mL,TETRACOSACTIDE,945,Cosyntropin,Tetracosactide (INT),945
1115,50720,"CORIFOLLITROPIN ALFA INJECTION, SOLUTION PARENTERAL 300 ug/1mL 0.5 mL",CORIFOLLITROPIN ALFA,941,Corifollitropin Alfa,Corifollitropin Alfa,941
1457,50029,"COLISTIMETHATE SODIUM INJECTION, POWDER, FOR SOLUTION PARENTERAL 2000000 [iU]",COLISTIMETHATE SODIUM,928,Colistimethate,Colistimethate,928|3610|3611
1442,10730,"COLISTIMETHATE SODIUM INJECTION, POWDER, FOR SOLUTION PARENTERAL 1000000 [iU]",COLISTIMETHATE SODIUM,928,Colistimethate,Colistimethate,928|3610|3611
1385,50030,"COLISTIMETHATE SODIUM INJECTION, POWDER, FOR SOLUTION PARENTERAL 4500000 [iU]",COLISTIMETHATE SODIUM,928,Colistimethate,Colistimethate,928|3610|3611
1940,348,COLCHICINE TABLET ORAL 1 mg,COLCHICINE,923,Colchicine,Colchicine,923|3816|3818|3819|3974|3975|3976
233,52159,ACETAMINOPHEN / CAFFEINE / CODEINE PHOSPHATE TABLET ORAL 300 mg/15 mg/15 mg,CODEINE PHOSPHATE,912,Codeine,Codeine,912|3702|3789|3790|3816|3817|3820|3837|3959|3960|4076|4078
1874,52312,ACETAMINOPHEN / CODEINE PHOSPHATE TABLET ORAL 300 mg/10 mg,CODEINE PHOSPHATE,912,Codeine,Codeine,912|3702|3789|3790|3816|3817|3820|3837|3959|3960|4076|4078
1906,52185,CODEINE PHOSPHATE / GUAIFENESIN SYRUP ORAL 10 mg/100 mg/5 mL 60 mL,CODEINE PHOSPHATE,912,Codeine,Codeine,912|3702|3789|3790|3816|3817|3820|3837|3959|3960|4076|4078
237,2243,ACETAMINOPHEN / CODEINE PHOSPHATE TABLET ORAL 300 mg/20 mg,CODEINE PHOSPHATE,912,Codeine,Codeine,912|3702|3789|3790|3816|3817|3820|3837|3959|3960|4076|4078
1684,51940,CODEINE PHOSPHATE / GUAIFENESIN / PHENYLEPHRINE SYRUP ORAL 10 mg/100 mg/5 mg/5mL 60 mL,CODEINE PHOSPHATE,912,Codeine,Codeine,912|3702|3789|3790|3816|3817|3820|3837|3959|3960|4076|4078
1771,52500,"ACETAMINOPHEN / CODEINE PHOSPHATE CAPSULE, LIQUID FILLED ORAL 300 mg/20 mg",CODEINE PHOSPHATE,912,Codeine,Codeine,912|3702|3789|3790|3816|3817|3820|3837|3959|3960|4076|4078
1983,346,COAL TAR LOTION TOPICAL 5 % 60 mL,COAL TAR,903,Coal Tar,Coal Tar,
1054,1743,CLOZAPINE TABLET ORAL 25 mg,CLOZAPINE,902,CloZAPine,CloZAPine,902|3581|3615|3638|3641|3672|3702|3724|3725|3726|3729|3730|3757|3760|3761|3781|3782|3789|3791|3816|3817|3818|3835|3867|3872|3997|3999
1022,334,CLOZAPINE TABLET ORAL 100 mg,CLOZAPINE,902,CloZAPine,CloZAPine,902|3581|3615|3638|3641|3672|3702|3724|3725|3726|3729|3730|3757|3760|3761|3781|3782|3789|3791|3816|3817|3818|3835|3867|3872|3997|3999
961,331,CLOXACILLIN (AS SODIUM) CAPSULE ORAL 500 mg,CLOXACILLIN (AS SODIUM),901,Cloxacillin,Cloxacillin,901|3610|3970
2195,329,CLOXACILLIN (AS SODIUM) CAPSULE ORAL 250 mg,CLOXACILLIN (AS SODIUM),901,Cloxacillin,Cloxacillin,901|3610|3970
1467,332,"CLOXACILLIN (AS SODIUM) INJECTION, POWDER, FOR SOLUTION PARENTERAL 500 mg",CLOXACILLIN (AS SODIUM),901,Cloxacillin,Cloxacillin,901|3610|3970
2078,52815,CLOTRIMAZOLE / HYDROCORTISONE CREAM TOPICAL  30 g,CLOTRIMAZOLE,899,Clotrimazole (Topical),Clotrimazole (Oral) | Clotrimazole (Otic) | Clotrimazole (Topical) | Clotrimazole and Hydrocortisone,899|3625
1835,10284,CLOTRIMAZOLE / BETAMETHASONE (AS DIPROPIONATE) LOTION TOPICAL 1 %/0.05 % 30 mL,CLOTRIMAZOLE,899,Clotrimazole (Topical),Clotrimazole (Oral) | Clotrimazole (Otic) | Clotrimazole (Topical) | Clotrimazole and Hydrocortisone,899|3625
464,50402,CLINDAMYCIN (AS PHOSPHATE) / CLOTRIMAZOLE CREAM VAGINAL 2 %/2 % 30 g,CLOTRIMAZOLE,899,Clotrimazole (Topical),Clotrimazole (Oral) | Clotrimazole (Otic) | Clotrimazole (Topical) | Clotrimazole and Hydrocortisone,899|3625
403,2230,CLOTRIMAZOLE CREAM VAGINAL 2 % 20 g,CLOTRIMAZOLE,899,Clotrimazole (Topical),Clotrimazole (Oral) | Clotrimazole (Otic) | Clotrimazole (Topical) | Clotrimazole and Hydrocortisone,899|3625
1027,11747,CLOTRIMAZOLE / BETAMETHASONE (AS DIPROPIONATE) CREAM TOPICAL 1 %/0.05 % 45 g,CLOTRIMAZOLE,899,Clotrimazole (Topical),Clotrimazole (Oral) | Clotrimazole (Otic) | Clotrimazole (Topical) | Clotrimazole and Hydrocortisone,899|3625
1304,327,CLOTRIMAZOLE SOLUTION TOPICAL 1 % 20 mL,CLOTRIMAZOLE,899,Clotrimazole (Topical),Clotrimazole (Oral) | Clotrimazole (Otic) | Clotrimazole (Topical) | Clotrimazole and Hydrocortisone,899|3625
1018,51881,CLOTRIMAZOLE / BETAMETHASONE (AS DIPROPIONATE) CREAM TOPICAL 1 %/0.05 % 30 g,CLOTRIMAZOLE,899,Clotrimazole (Topical),Clotrimazole (Oral) | Clotrimazole (Otic) | Clotrimazole (Topical) | Clotrimazole and Hydrocortisone,899|3625
993,51866,CLOTRIMAZOLE CREAM VAGINAL 2 % 50 g,CLOTRIMAZOLE,899,Clotrimazole (Topical),Clotrimazole (Oral) | Clotrimazole (Otic) | Clotrimazole (Topical) | Clotrimazole and Hydrocortisone,899|3625
2050,13803,CLOTRIMAZOLE SUPPOSITORY VAGINAL 100 mg,CLOTRIMAZOLE,899,Clotrimazole (Topical),Clotrimazole (Oral) | Clotrimazole (Otic) | Clotrimazole (Topical) | Clotrimazole and Hydrocortisone,899|3625
1282,328,CLOTRIMAZOLE TABLET VAGINAL 100 mg,CLOTRIMAZOLE,899,Clotrimazole (Topical),Clotrimazole (Oral) | Clotrimazole (Otic) | Clotrimazole (Topical) | Clotrimazole and Hydrocortisone,899|3625
268,326,CLOTRIMAZOLE CREAM TOPICAL 1 % 15 g,CLOTRIMAZOLE,899,Clotrimazole (Topical),Clotrimazole (Oral) | Clotrimazole (Otic) | Clotrimazole (Topical) | Clotrimazole and Hydrocortisone,899|3625
604,23052,CLINDAMYCIN (AS PHOSPHATE) / CLOTRIMAZOLE CREAM VAGINAL 2 %/2 % 40 g,CLOTRIMAZOLE,899,Clotrimazole (Topical),Clotrimazole (Oral) | Clotrimazole (Otic) | Clotrimazole (Topical) | Clotrimazole and Hydrocortisone,899|3625
275,325,CLOTRIMAZOLE CREAM VAGINAL 1 % 50 g,CLOTRIMAZOLE,899,Clotrimazole (Topical),Clotrimazole (Oral) | Clotrimazole (Otic) | Clotrimazole (Topical) | Clotrimazole and Hydrocortisone,899|3625
328,52001,CLOTRIMAZOLE / BETAMETHASONE (AS DIPROPIONATE) CREAM TOPICAL 1 %/0.05 % 15 g,CLOTRIMAZOLE,899,Clotrimazole (Topical),Clotrimazole (Oral) | Clotrimazole (Otic) | Clotrimazole (Topical) | Clotrimazole and Hydrocortisone,899|3625
7,1788,CLOPIDOGREL (AS BISULFATE) TABLET ORAL 75 mg,CLOPIDOGREL (AS BISULFATE),893,Clopidogrel,Clopidogrel,893|3579|3637|3651|3742|3757|3759|3760|3764|3765|3819|3820
1258,324,CLONIDINE HYDROCHLORIDE TABLET ORAL 0.2 mg,CLONIDINE HYDROCHLORIDE,891,CloNIDine,CloNIDine,891|3590|3631|3672|3674|3702
930,323,CLONAZEPAM TABLET ORAL 2 mg,CLONAZEPAM,890,ClonazePAM,ClonazePAM,890|3607|3655|3702|3816|3817|3820
607,322,CLONAZEPAM TABLET ORAL 1 mg,CLONAZEPAM,890,ClonazePAM,ClonazePAM,890|3607|3655|3702|3816|3817|3820
1411,18,ACITRETIN CAPSULE ORAL 25 mg,ACITRETIN,89,Acitretin,Acitretin,89|3980|4013
1345,17,ACITRETIN CAPSULE ORAL 10 mg,ACITRETIN,89,Acitretin,Acitretin,89|3980|4013
413,320,CLOMIPRAMINE HYDROCHLORIDE TABLET ORAL 10 mg,CLOMIPRAMINE HYDROCHLORIDE,889,ClomiPRAMINE,ClomiPRAMINE,889|3581|3615|3672|3702|3716|3724|3725|3726|3757|3760|3761|3789|3790|3819|3820|3836|3872|4024|4054|4056
636,1439,CLOMIPRAMINE HYDROCHLORIDE TABLET ORAL 75 mg,CLOMIPRAMINE HYDROCHLORIDE,889,ClomiPRAMINE,ClomiPRAMINE,889|3581|3615|3672|3702|3716|3724|3725|3726|3757|3760|3761|3789|3790|3819|3820|3836|3872|4024|4054|4056
646,1438,CLOMIPRAMINE HYDROCHLORIDE TABLET ORAL 50 mg,CLOMIPRAMINE HYDROCHLORIDE,889,ClomiPRAMINE,ClomiPRAMINE,889|3581|3615|3672|3702|3716|3724|3725|3726|3757|3760|3761|3789|3790|3819|3820|3836|3872|4024|4054|4056
442,321,CLOMIPRAMINE HYDROCHLORIDE TABLET ORAL 25 mg,CLOMIPRAMINE HYDROCHLORIDE,889,ClomiPRAMINE,ClomiPRAMINE,889|3581|3615|3672|3702|3716|3724|3725|3726|3757|3760|3761|3789|3790|3819|3820|3836|3872|4024|4054|4056
297,319,CLOMIPHENE CITRATE TABLET ORAL 50 mg,CLOMIPHENE CITRATE,888,ClomiPHENE,ClomiPHENE,888|4020
240,314,CLOBETASOL PROPIONATE OINTMENT TOPICAL 0.05 % 15 g,CLOBETASOL PROPIONATE,880,Clobetasol,Clobetasol Propionate E,3708|3714
2379,51912,CLOBETASOL PROPIONATE OINTMENT TOPICAL 0.05 % 100 g,CLOBETASOL PROPIONATE,880,Clobetasol,Clobetasol Propionate E,3708|3714
1700,2425,CLOBETASOL PROPIONATE LOTION TOPICAL 0.05 % 25 mL,CLOBETASOL PROPIONATE,880,Clobetasol,Clobetasol Propionate E,3708|3714
362,313,CLOBETASOL PROPIONATE CREAM TOPICAL 0.05 % 15 g,CLOBETASOL PROPIONATE,880,Clobetasol,Clobetasol Propionate E,3708|3714
590,312,CLOBAZAM TABLET ORAL 10 mg,CLOBAZAM,879,CloBAZam,CloBAZam,879|3607|3655|3702|3743|3746|3747|3757|3759|3760|3788|3808|3811|3816|3817|3820|3976|3977
463,50402,CLINDAMYCIN (AS PHOSPHATE) / CLOTRIMAZOLE CREAM VAGINAL 2 %/2 % 30 g,CLINDAMYCIN (AS PHOSPHATE),872,Clindamycin (Topical),Clindamycin (Systemic) | Clindamycin (Topical) | Clindamycin and Benzoyl Peroxide | Clindamycin and Tretinoin,872|3614
1743,51995,CLINDAMYCIN PHOSPHATE / TRETINOIN GEL TOPICAL 1.2 %/0.025 % 30 g,CLINDAMYCIN PHOSPHATE,872,Clindamycin (Topical),Clindamycin (Systemic) | Clindamycin (Topical) | Clindamycin and Benzoyl Peroxide | Clindamycin and Tretinoin,872|3614
1056,1862,CLINDAMYCIN (AS PHOSPHATE) GEL TOPICAL 1 % 15 g,CLINDAMYCIN (AS PHOSPHATE),872,Clindamycin (Topical),Clindamycin (Systemic) | Clindamycin (Topical) | Clindamycin and Benzoyl Peroxide | Clindamycin and Tretinoin,872|3614
1024,1374,CLINDAMYCIN (AS PHOSPHATE) SOLUTION TOPICAL 10 mg/1mL 60 mL,CLINDAMYCIN (AS PHOSPHATE),872,Clindamycin (Topical),Clindamycin (Systemic) | Clindamycin (Topical) | Clindamycin and Benzoyl Peroxide | Clindamycin and Tretinoin,872|3614
376,2234,CLINDAMYCIN (AS PHOSPHATE) CREAM VAGINAL 2 % 40 g,CLINDAMYCIN (AS PHOSPHATE),872,Clindamycin (Topical),Clindamycin (Systemic) | Clindamycin (Topical) | Clindamycin and Benzoyl Peroxide | Clindamycin and Tretinoin,872|3614
1437,15142,CLINDAMYCIN (AS PHOSPHATE) SUPPOSITORY VAGINAL 100 mg,CLINDAMYCIN (AS PHOSPHATE),872,Clindamycin (Topical),Clindamycin (Systemic) | Clindamycin (Topical) | Clindamycin and Benzoyl Peroxide | Clindamycin and Tretinoin,872|3614
603,23052,CLINDAMYCIN (AS PHOSPHATE) / CLOTRIMAZOLE CREAM VAGINAL 2 %/2 % 40 g,CLINDAMYCIN (AS PHOSPHATE),872,Clindamycin (Topical),Clindamycin (Systemic) | Clindamycin (Topical) | Clindamycin and Benzoyl Peroxide | Clindamycin and Tretinoin,872|3614
2248,11269,CLINDAMYCIN PHOSPHATE / TRETINOIN GEL TOPICAL 1.2 %/0.025 % 15 g,CLINDAMYCIN PHOSPHATE,872,Clindamycin (Topical),Clindamycin (Systemic) | Clindamycin (Topical) | Clindamycin and Benzoyl Peroxide | Clindamycin and Tretinoin,872|3614
1689,2397,"PHOSPHATE SODIUM TABLET, EFFERVESCENT ORAL 500 mg",PHOSPHATE SODIUM,871,Clindamycin (Systemic),Dalacin C Phosphate (CAN),871|3610|3816|3817|3818|3908
1426,9464,CLINDAMYCIN (AS HYDROCHLORIDE) CAPSULE ORAL 300 mg,CLINDAMYCIN (AS HYDROCHLORIDE),871,Clindamycin (Systemic),Clindamycin (Systemic) | Clindamycin (Topical) | Clindamycin and Benzoyl Peroxide | Clindamycin and Tretinoin,871|3610|3816|3817|3818|3908
1883,11753,CLINDAMYCIN (AS PHOSPHATE) INJECTION PARENTERAL 150 mg/1mL 4 mL,CLINDAMYCIN (AS PHOSPHATE),871,Clindamycin (Systemic),Clindamycin (Systemic) | Clindamycin (Topical) | Clindamycin and Benzoyl Peroxide | Clindamycin and Tretinoin,871|3610|3816|3817|3818|3908
320,1947,CLINDAMYCIN (AS PHOSPHATE) INJECTION PARENTERAL 150 mg/1mL 2 mL,CLINDAMYCIN (AS PHOSPHATE),871,Clindamycin (Systemic),Clindamycin (Systemic) | Clindamycin (Topical) | Clindamycin and Benzoyl Peroxide | Clindamycin and Tretinoin,871|3610|3816|3817|3818|3908
527,309,CLINDAMYCIN (AS HYDROCHLORIDE) CAPSULE ORAL 150 mg,CLINDAMYCIN (AS HYDROCHLORIDE),871,Clindamycin (Systemic),Clindamycin (Systemic) | Clindamycin (Topical) | Clindamycin and Benzoyl Peroxide | Clindamycin and Tretinoin,871|3610|3816|3817|3818|3908
2170,52451,"CLINDAMYCIN (AS PALMITATE HYDROCHLORIDE) POWDER, FOR SOLUTION ORAL 75 mg/5mL 80 mL",CLINDAMYCIN (AS PALMITATE HYDROCHLORIDE),871,Clindamycin (Systemic),Clindamycin (Systemic) | Clindamycin (Topical) | Clindamycin and Benzoyl Peroxide | Clindamycin and Tretinoin,871|3610|3816|3817|3818|3908
1412,1868,ACETYLCYSTEINE TABLET ORAL 200 mg,ACETYLCYSTEINE,87,Acetylcysteine,Acetylcysteine,87
276,2369,"ACETYLCYSTEINE TABLET, EFFERVESCENT ORAL 600 mg",ACETYLCYSTEINE,87,Acetylcysteine,Acetylcysteine,87
2084,52797,ACETYLCYSTEINE GRANULE ORAL 100 mg,ACETYLCYSTEINE,87,Acetylcysteine,Acetylcysteine,87
2359,52537,ACETYLCYSTEINE TABLET ORAL 600 mg,ACETYLCYSTEINE,87,Acetylcysteine,Acetylcysteine,87
1854,51914,ACETYLCYSTEINE INJECTION PARENTERAL 200 mg/1mL 10 mL,ACETYLCYSTEINE,87,Acetylcysteine,Acetylcysteine,87
2083,52798,ACETYLCYSTEINE GRANULE ORAL 200 mg,ACETYLCYSTEINE,87,Acetylcysteine,Acetylcysteine,87
931,11756,ACETYLCYSTEINE / ASCORBIC ACID POWDER ORAL 600 mg/75 mg,ACETYLCYSTEINE,87,Acetylcysteine,Acetylcysteine,87
560,308,CLIDINIUM / CHLORDIAZEPOXIDE TABLET ORAL 2.5 mg/5 mg,CLIDINIUM,869,Clidinium,Clidinium,3615
526,306,CLEMASTINE TABLET ORAL 1 mg,CLEMASTINE,865,Clemastine,Clemastine,865|3615|3630|3702
1496,307,CLEMASTINE INJECTION PARENTERAL 1 mg/1mL 2 mL,CLEMASTINE,865,Clemastine,Clemastine,865|3615|3630|3702
386,51302,"Amoxicillin / Clavulanate INJECTION, POWDER, FOR SOLUTION PARENTERAL 1000 mg/200 mg",Clavulanate,864,Clavulanate,Clavulanate,3666
280,2206,"Amoxicillin / Clavulanate POWDER, FOR SUSPENSION ORAL 400 mg/57 mg/5 mL 100 mL",Clavulanate,864,Clavulanate,Clavulanate,3666
315,2205,"Amoxicillin / Clavulanate POWDER, FOR SUSPENSION ORAL 200 mg/28.5 mg/5 mL 100 mL",Clavulanate,864,Clavulanate,Clavulanate,3666
1051,335,"Amoxicillin / Clavulanate POWDER, FOR SUSPENSION ORAL 125 mg/31.25 mg/5mL 100 mL",Clavulanate,864,Clavulanate,Clavulanate,3666
311,20307,"Amoxicillin / Clavulanate POWDER, FOR SUSPENSION ORAL 600 mg/42.9 mg/5mL 75 mL",Clavulanate,864,Clavulanate,Clavulanate,3666
1939,52224,"Amoxicillin / Clavulanate POWDER, FOR SUSPENSION ORAL 250 mg/62.5 mg",Clavulanate,864,Clavulanate,Clavulanate,3666
340,338,Amoxicillin / Clavulanate TABLET ORAL 500 mg/125 mg,Clavulanate,864,Clavulanate,Clavulanate,3666
337,1440,"Amoxicillin / Clavulanate POWDER, FOR SUSPENSION ORAL 250 mg/62.5 mg/5mL 100 mL",Clavulanate,864,Clavulanate,Clavulanate,3666
272,337,Amoxicillin / Clavulanate TABLET ORAL 250 mg/125 mg,Clavulanate,864,Clavulanate,Clavulanate,3666
2214,52802,Amoxicillin / Clavulanate TABLET ORAL,Clavulanate,864,Clavulanate,Clavulanate,3666
1046,1838,"CLARITHROMYCIN POWDER, FOR SUSPENSION ORAL 125 mg/5 mL 100 mL",CLARITHROMYCIN,862,Clarithromycin,Clarithromycin,862|3610|3705|3812|3814|3816|3817|3818|3837|3885|3914|3947|3972|3997|4004|4011
1487,1837,CLARITHROMYCIN TABLET ORAL 250 mg,CLARITHROMYCIN,862,Clarithromycin,Clarithromycin,862|3610|3705|3812|3814|3816|3817|3818|3837|3885|3914|3947|3972|3997|4004|4011
1118,9300,"CLARITHROMYCIN POWDER, FOR SUSPENSION ORAL 250 mg/5 mL 60 mL",CLARITHROMYCIN,862,Clarithromycin,Clarithromycin,862|3610|3705|3812|3814|3816|3817|3818|3837|3885|3914|3947|3972|3997|4004|4011
46,2034,CLARITHROMYCIN TABLET ORAL 500 mg,CLARITHROMYCIN,862,Clarithromycin,Clarithromycin,862|3610|3705|3812|3814|3816|3817|3818|3837|3885|3914|3947|3972|3997|4004|4011
1370,51903,"CLARITHROMYCIN POWDER, FOR SUSPENSION ORAL 125 mg/5 mL 60 mL",CLARITHROMYCIN,862,Clarithromycin,Clarithromycin,862|3610|3705|3812|3814|3816|3817|3818|3837|3885|3914|3947|3972|3997|4004|4011
1642,2377,"CLADRIBINE INJECTION, SOLUTION INTRAVENOUS 2 mg/1mL 5 mL",CLADRIBINE,861,Cladribine,Cladribine,861|3577|3633|3653|3875|3929|3976|3977
2058,15,ACETYLCHOLINE CHLORIDE INJECTION OPHTHALMIC 1 % 5 mL,ACETYLCHOLINE CHLORIDE,86,Acetylcholine,Acetylcholine,3700|3837
957,303,CITICOLINE INJECTION PARENTERAL 125 mg/1mL 2 mL,CITICOLINE,856,Citicoline,Citicoline,
321,1906,CITALOPRAM TABLET ORAL 40 mg,CITALOPRAM,855,Citalopram,Citalopram,855|3579|3757|3759|3760|3788|3789|3791|3816|3817|3820|3836|3871|3997|3998|4022|4024
410,1905,CITALOPRAM TABLET ORAL 20 mg,CITALOPRAM,855,Citalopram,Citalopram,855|3579|3757|3759|3760|3788|3789|3791|3816|3817|3820|3836|3871|3997|3998|4022|4024
1454,11867,"CISPLATIN INJECTION, SOLUTION, CONCENTRATE INTRAVENOUS 1 mg/1mL 10 mL",CISPLATIN,853,CISplatin,CISplatin,853|3633|3875|3918|3929|3981
1358,11868,"CISPLATIN INJECTION, SOLUTION, CONCENTRATE INTRAVENOUS 1 mg/1mL 50 mL",CISPLATIN,853,CISplatin,CISplatin,853|3633|3875|3918|3929|3981
832,302,"CISPLATIN INJECTION, SOLUTION, CONCENTRATE INTRAVENOUS 0.5 mg/1mL 100 mL",CISPLATIN,853,CISplatin,CISplatin,853|3633|3875|3918|3929|3981
1438,301,"CISPLATIN INJECTION, SOLUTION, CONCENTRATE INTRAVENOUS 0.5 mg/1mL 20 mL",CISPLATIN,853,CISplatin,CISplatin,853|3633|3875|3918|3929|3981
1110,2109,CISATRACURIUM INJECTION PARENTERAL 2 mg/1mL 5 mL,CISATRACURIUM,852,Cisatracurium,Cisatracurium,3930|3932
